"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE"
"201500002108890",11/02/2015  07:00,11/02/2015  10:24,"BURGLARY","70XX W CYPRESS ST","85035","SINGLE FAMILY HOUSE"
"201580008448",11/02/2015  07:18,,"LARCENY-THEFT","172XX N 7TH ST","85022","PARKING LOT"
"201500002107835",11/02/2015  07:24,11/02/2015  07:24,"DRUG OFFENSE","176XX N CAVE CREEK RD","85022","VEHICLE"
"201500002115117",11/02/2015  07:45,11/02/2015  17:30,"LARCENY-THEFT","1XX N 5TH ST","85004","PARKING GARAGE"
"201500002145166",11/02/2015  08:00,11/04/2015  16:00,"BURGLARY","8XX W GEORGIA AVE","85013","SINGLE FAMILY HOUSE"
"201500002110411",11/02/2015  08:00,11/02/2015  13:50,"BURGLARY","212XX N 30TH AVE","85027","SINGLE FAMILY HOUSE"
"201500002111410",11/02/2015  08:00,11/02/2015  16:00,"BURGLARY","160XX N 25TH ST","85032","APARTMENT"
"201500002111551",11/02/2015  08:00,11/02/2015  16:00,"BURGLARY","62XX W CLARENDON AVE","85033","SINGLE FAMILY HOUSE"
"201500002351856",11/02/2015  08:00,11/02/2015  17:00,"LARCENY-THEFT","60XX W THOMAS RD","85035","FENCED COMMERCIAL YARD"
"201500002207021",11/02/2015  08:00,11/06/2015  15:00,"LARCENY-THEFT","74XX W CATALINA DR","85033","SCHOOL-COLLEGE/UNIVERSITY"
"201500002109269",11/02/2015  08:15,11/02/2015  10:00,"LARCENY-THEFT","8XX N 52ND AVE","85043","OFFICE / COMMERCIAL BUILDING"
"201500002110856",11/02/2015  08:30,11/02/2015  15:00,"BURGLARY","72XX W MCDOWELL RD","85043","APARTMENT"
"201500002129518",11/02/2015  08:30,11/04/2015  23:00,"BURGLARY","13XX E PIERCE ST","85006","SINGLE FAMILY HOUSE"
"201500002112900",11/02/2015  08:30,11/02/2015  15:30,"BURGLARY","15XX W PIERSON ST","85015","APARTMENT"
"201500002113116",11/02/2015  08:30,11/02/2015  18:15,"MOTOR VEHICLE THEFT","77XX W DEVONSHIRE AVE","85033","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002164493",11/02/2015  09:00,11/02/2015  09:00,"AGGRAVATED ASSAULT","12XX E TOWNLEY AVE","85020","SINGLE FAMILY HOUSE"
"201500002108368",11/02/2015  09:02,,"DRUG OFFENSE","31XX N 20TH ST","85016",
"201500002108887",11/02/2015  09:15,11/02/2015  10:15,"LARCENY-THEFT","56XX N 19TH AVE","85015","LIGHT RAIL"
"201500002109004",11/02/2015  09:30,11/02/2015  10:00,"BURGLARY","12XX E HIGHLAND AVE","85014","APARTMENT"
"201500002108687",11/02/2015  09:51,11/02/2015  09:51,"DRUG OFFENSE","6XX E HEARN RD","85022","VEHICLE"
"201500002110177",11/02/2015  10:00,11/02/2015  13:30,"BURGLARY","29XX W LAWRENCE LN","85051","SINGLE FAMILY HOUSE"
"201500002110009",11/02/2015  10:00,11/02/2015  13:00,"LARCENY-THEFT","39XX W SHERIDAN ST","85009","SINGLE FAMILY HOUSE"
"201500002109104",11/02/2015  10:30,11/02/2015  10:35,"LARCENY-THEFT","23XX W BETHANY HOME RD","85015","MEDICAL OFFICE"
"201500002110047",11/02/2015  10:40,,"LARCENY-THEFT","73XX W THOMAS RD","85035","PARKING LOT"
"201500002169070",11/02/2015  11:05,11/09/2015  12:00,"BURGLARY","88XX W SELLS DR","85037","SINGLE FAMILY HOUSE"
"201500002109319",11/02/2015  11:41,,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002109497",11/02/2015  12:00,11/02/2015  15:00,"DRUG OFFENSE","16XX S 16TH ST","85034","SCHOOL-COLLEGE/UNIVERSITY"
"201500002111072",11/02/2015  12:00,11/02/2015  15:45,"BURGLARY","43XX N 75TH AVE","85033","SINGLE FAMILY HOUSE"
"201500002116911",11/02/2015  12:00,11/02/2015  18:00,"MOTOR VEHICLE THEFT","20XX N 51ST ST","85008","APARTMENT"
"201500002109715",11/02/2015  12:00,11/02/2015  12:40,"LARCENY-THEFT","S CENTRAL AVE & W SOUTHERN AVE","85041","PARKING LOT"
"201500002420501",11/02/2015  12:00,12/20/2015  12:00,"LARCENY-THEFT","33XX E MCDOWELL RD","85008","RETAIL BUSINESS"
"201500002151801",11/02/2015  12:00,11/07/2015  17:00,"LARCENY-THEFT","69XX W MCDOWELL RD","85043","APARTMENT"
"201580009142",11/02/2015  12:17,11/10/2015  12:17,"LARCENY-THEFT","23XX W CARTER RD","85041","SINGLE FAMILY HOUSING"
"201500002108383",11/02/2015  12:30,,"LARCENY-THEFT","25XX W SURREY AVE","85029","SINGLE FAMILY HOUSE"
"201500002111349",11/02/2015  12:45,11/02/2015  13:30,"LARCENY-THEFT","96XX N METRO PKWY W","85051","PARKING LOT"
"201500002110215",11/02/2015  12:50,11/02/2015  13:30,"DRUG OFFENSE","42XX E ANDORA DR","85032","SCHOOL-OTHER"
"201500002110129",11/02/2015  13:00,11/02/2015  13:30,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201500002161235",11/02/2015  13:25,,"LARCENY-THEFT","29XX W THUNDERBIRD RD","85029","RETAIL BUSINESS"
"201500002110139",11/02/2015  13:43,,"LARCENY-THEFT","57XX N 19TH AVE","85015","DEPARTMENT / DISCOUNT STORE"
"201500002150102",11/02/2015  13:45,,"LARCENY-THEFT","3XX E THOMAS RD","85012","HOSPITAL"
"201500002110212",11/02/2015  13:55,11/02/2015  13:55,"AGGRAVATED ASSAULT","E ROOSEVELT ST & N 16TH ST","85006","STREET / ROADWAY / ALLEY / SIDEWALK"
"201600000323690",11/02/2015  13:59,02/11/2016  17:00,"BURGLARY","54XX W MALDONADO RD","85339","SINGLE FAMILY HOUSE"
"201500002111416",11/02/2015  14:00,11/02/2015  15:00,"LARCENY-THEFT","46XX S 7TH ST","85040","PARKING LOT"
"201500002121397",11/02/2015  14:00,11/04/2015  05:50,"LARCENY-THEFT","67XX W WINDSOR AVE","85035","SINGLE FAMILY HOUSE"
"201500002110264",11/02/2015  14:02,,"LARCENY-THEFT","60XX S CENTRAL AVE","85042","RETAIL BUSINESS"
"201500002110338",11/02/2015  14:15,11/02/2015  14:15,"DRUG OFFENSE","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002110430",11/02/2015  14:20,,"LARCENY-THEFT","40XX E CHANDLER BLVD","85048","GROCERY / SUPER MARKET"
"201500002110415",11/02/2015  14:27,,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002114707",11/02/2015  14:30,11/03/2015  04:30,"BURGLARY","16XX S 35TH AVE","85009","WAREHOUSE / FACTORY"
"201500002114816",11/02/2015  14:30,11/03/2015  06:00,"BURGLARY","40XX E THUNDERBIRD RD","85032","CONSTRUCTION SITE"
"201500002110383",11/02/2015  14:37,11/02/2015  14:38,"LARCENY-THEFT","48XX E CACTUS RD","85254","CHILD CARE / DAY CARE"
"201500002110561",,11/02/2015  14:40,"ROBBERY","41XX W BASELINE RD","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002110626",11/02/2015  14:55,,"AGGRAVATED ASSAULT","32XX W INDIAN SCHOOL RD","85017","PARKING LOT"
"201500002110649",11/02/2015  14:59,,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","RETAIL BUSINESS"
"201510000015837",11/02/2015  15:00,11/03/2015  10:30,"LARCENY-THEFT","140XX N 24TH AVE","85023","DRIVEWAY"
"201500002111011",11/02/2015  15:00,11/02/2015  15:45,"LARCENY-THEFT","35XX W CAMELBACK RD","85019","DRUG STORE"
"201500002124437",11/02/2015  15:00,11/04/2015  15:06,"MOTOR VEHICLE THEFT","24XX W MCDOWELL RD","85009","PARKING LOT"
"201500002133413",11/02/2015  15:00,11/02/2015  20:30,"LARCENY-THEFT","72XX W DONNER DR","85339","VEHICLE"
"201500002114624",11/02/2015  15:00,11/03/2015  05:30,"MOTOR VEHICLE THEFT","41XX W OSBORN RD","85019","APARTMENT"
"201500002111131",11/02/2015  15:00,11/02/2015  16:00,"LARCENY-THEFT","46XX E BELL RD","85032","RETAIL BUSINESS"
"201500002111464",11/02/2015  15:00,11/02/2015  16:00,"LARCENY-THEFT","138XX N SCOTTSDALE RD","85254","RETAIL BUSINESS"
"201500002110742",11/02/2015  15:12,11/02/2015  15:46,"DRUG OFFENSE","70XX N 19TH AVE","85021","PARKING LOT"
"201500002111129",11/02/2015  15:28,11/02/2015  15:38,"LARCENY-THEFT","32XX E GREENWAY RD","85032","RESTAURANT"
"201500002114696",11/02/2015  15:30,11/03/2015  05:00,"BURGLARY","93XX W JONES AVE","85353","SINGLE FAMILY HOUSE"
"201500002114673",11/02/2015  15:30,11/03/2015  05:30,"BURGLARY","33XX E SOUTHERN AVE","85042","FENCED COMMERCIAL YARD"
"201500002113164",11/02/2015  15:30,,"BURGLARY","83XX W CAMELBACK RD","85037","CONVENIENCE MARKET / STORE"
"201500002111262",11/02/2015  15:30,,"BURGLARY","105XX W MAGNOLIA ST","85353","SINGLE FAMILY HOUSE"
"201500002110945",11/02/2015  15:36,11/02/2015  15:36,"LARCENY-THEFT","47XX E RAY RD","85044","DEPARTMENT / DISCOUNT STORE"
"201500002110997",11/02/2015  15:40,,"LARCENY-THEFT","99XX W CAMELBACK RD","85037","RETAIL BUSINESS"
"201500002111046",11/02/2015  15:55,,"LARCENY-THEFT","40XX N 44TH AVE","85031","PARKING LOT"
"201500002113260",11/02/2015  16:00,11/02/2015  18:00,"ROBBERY","15XX W GLENDALE AVE","85021","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002213672",11/02/2015  16:00,11/18/2015  08:00,"BURGLARY","12XX N 40TH ST","85008","APARTMENT"
"201500002111197",11/02/2015  16:10,,"LARCENY-THEFT","73XX W INDIAN SCHOOL RD","85033","RETAIL BUSINESS"
"201500002111263",11/02/2015  16:19,11/02/2015  16:19,"LARCENY-THEFT","65XX W THOMAS RD","85033","GROCERY / SUPER MARKET"
"201500002111271",11/02/2015  16:19,,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","DEPARTMENT / DISCOUNT STORE"
"201500002111361",11/02/2015  16:25,11/02/2015  16:28,"LARCENY-THEFT","45XX E THOMAS RD","85008","RETAIL BUSINESS"
"201500002111665",11/02/2015  16:45,11/02/2015  16:48,"LARCENY-THEFT","18XX E CAMELBACK RD","85016","RETAIL BUSINESS"
"201500002111497",11/02/2015  16:47,,"LARCENY-THEFT","24XX E UNION HILLS DR","85032","RETAIL BUSINESS"
"201680001647",11/02/2015  17:00,11/02/2015  22:00,"LARCENY-THEFT","34XX E SKY HARBOR BLVD","85034","AIRPORT"
"201500002132194",,11/02/2015  17:00,"BURGLARY","32XX E ROOSEVELT ST","85008","APARTMENT"
"201500002116924",11/02/2015  17:30,11/02/2015  17:35,"LARCENY-THEFT","51XX W MCDOWELL RD","85043","PARK / PLAYGROUND"
"201500002111923",11/02/2015  17:38,,"AGGRAVATED ASSAULT","14XX E CHIPMAN RD","85040","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002112133",11/02/2015  17:59,11/02/2015  17:59,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002115964",11/02/2015  18:00,11/03/2015  05:30,"MOTOR VEHICLE THEFT","40XX W OSBORN RD","85019","APARTMENT"
"201500002115509",11/02/2015  18:00,11/03/2015  08:30,"MOTOR VEHICLE THEFT","105XX W TORONTO WAY","85353","DRIVEWAY"
"201500002119668",11/02/2015  18:00,11/03/2015  19:00,"LARCENY-THEFT","31XX N 65TH DR","85033","SINGLE FAMILY HOUSE"
"201500002114670",11/02/2015  18:00,11/03/2015  06:05,"BURGLARY","102XX W INDIAN SCHOOL RD","85037","MEDICAL OFFICE"
"201500002114651",11/02/2015  18:00,11/03/2015  06:00,"BURGLARY","9XX W IRONWOOD DR","85021","VEHICLE"
"201500002112216",11/02/2015  18:03,,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002112958",11/02/2015  18:10,11/02/2015  18:10,"LARCENY-THEFT","65XX S 41ST LN","85041","BUS"
"201500002112524",11/02/2015  18:20,,"LARCENY-THEFT","57XX N 19TH AVE","85015","RETAIL BUSINESS"
"201500002112365",11/02/2015  18:25,11/02/2015  18:25,"RAPE","31XX W SAHUARO DR","85029","APARTMENT"
"201500002114548",11/02/2015  18:30,11/03/2015  04:45,"MOTOR VEHICLE THEFT","37XX W MCDOWELL RD","85009","APARTMENT"
"201500002184926",11/02/2015  18:30,11/10/2015  23:59,"LARCENY-THEFT","23XX W GLENROSA AVE","85015","PARKING LOT"
"201500002112433",11/02/2015  18:40,11/02/2015  18:41,"LARCENY-THEFT","43XX W MCDOWELL RD","85043","CONVENIENCE MARKET / STORE"
"201500002112553",11/02/2015  18:56,11/02/2015  18:56,"AGGRAVATED ASSAULT","25XX W CAMELBACK RD","85017","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002112766",11/02/2015  19:27,11/02/2015  19:45,"DRUG OFFENSE","23XX W CACTUS RD","85029","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002112845",11/02/2015  19:36,11/02/2015  19:36,"ARSON","10XX N 48TH ST","85008","MOBILE HOME"
"201500002114629",11/02/2015  20:00,11/03/2015  05:15,"LARCENY-THEFT","40XX E RANCHO DR","85018","SINGLE FAMILY HOUSE"
"201500002113029",11/02/2015  20:00,11/02/2015  20:00,"AGGRAVATED ASSAULT","43XX N 23RD AVE","85015","PARKING LOT"
"201500002117377",11/02/2015  20:00,,"LARCENY-THEFT","42XX N 31ST DR","85017","PARKING LOT"
"201500002113091",11/02/2015  20:10,11/02/2015  20:10,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201500002113084",11/02/2015  20:12,,"AGGRAVATED ASSAULT","3XX W RIVERSIDE ST","85041","SINGLE FAMILY HOUSE"
"201500002114757",11/02/2015  20:15,11/03/2015  06:40,"MOTOR VEHICLE THEFT","14XX E ORANGEWOOD AVE","85020","APARTMENT"
"201500002113344",11/02/2015  20:25,11/02/2015  20:30,"ROBBERY","5XX E BASELINE RD","85042","PARKING LOT"
"201500002113604",11/02/2015  20:30,,"LARCENY-THEFT","61XX N 35TH AVE","85017","DEPARTMENT / DISCOUNT STORE"
"201500002113444",11/02/2015  20:30,11/02/2015  21:25,"DRUG OFFENSE","11XX N 49TH ST","85008","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002113341",11/02/2015  20:45,,"LARCENY-THEFT","7XX W CAMELBACK RD","85013","GROCERY / SUPER MARKET"
"201500002113284",11/02/2015  20:45,,"LARCENY-THEFT","57XX N 19TH AVE","85015","RETAIL BUSINESS"
"201500002132923",11/02/2015  20:55,,"LARCENY-THEFT","27XX N 91ST AVE","85037","RESTAURANT"
"201500002114644",11/02/2015  21:00,11/12/2015  21:08,"MOTOR VEHICLE THEFT","10XX W HELENA DR","85023","APARTMENT"
"201500002115091",11/02/2015  21:00,11/03/2015  07:40,"LARCENY-THEFT","29XX N GREENFIELD RD","85016","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002130854",11/02/2015  21:00,,"BURGLARY","70XX W INDIAN SCHOOL RD","85033","APARTMENT"
"201500002115462",11/02/2015  21:00,11/03/2015  07:30,"BURGLARY","308XX N 42ND PL","85331","SINGLE FAMILY HOUSE"
"201500002114933",11/02/2015  21:30,11/03/2015  07:20,"MOTOR VEHICLE THEFT","41XX W GLENDALE AVE","85019",
"201500002113962",11/02/2015  21:30,11/02/2015  22:00,"RAPE","54XX E WASHINGTON ST","85034","APARTMENT"
"201500002117295",11/02/2015  21:30,11/03/2015  07:30,"LARCENY-THEFT","29XX W MANDALAY LN","85053","DRIVEWAY"
"201500002113592",11/02/2015  21:57,,"BURGLARY","138XX N TATUM BLVD","85254","GAS / SERVICE STATION"
"201500002115004",11/02/2015  22:00,11/03/2015  07:00,"LARCENY-THEFT","10XX E ORAIBI DR","85024","SINGLE FAMILY HOUSE"
"201500002115182",11/02/2015  22:00,11/03/2015  07:00,"BURGLARY","50XX E LIBBY ST","85254","SINGLE FAMILY HOUSE"
"201500002113721",11/02/2015  22:13,11/02/2015  22:17,"LARCENY-THEFT","6XX E BUCKEYE RD","85034","CONVENIENCE MARKET / STORE"
"201500002114515",11/02/2015  23:30,11/03/2015  04:00,"LARCENY-THEFT","8XX E CHIPMAN RD","85040","VEHICLE"
"201500002122401",11/02/2015  23:30,11/03/2015  00:01,"MOTOR VEHICLE THEFT","172XX N BLACK CANYON FWY","85023","HOTEL / MOTEL"
"201500002129190",11/03/2015  00:00,11/04/2015  21:30,"LARCENY-THEFT","10XX E OSBORN RD","85014","SINGLE FAMILY HOUSE"
"201510000015756",11/03/2015  00:00,11/03/2015  03:17,"ARSON","11XX W BELL RD","85023",
"201600000536391",11/03/2015  00:00,03/03/2016  00:00,"MOTOR VEHICLE THEFT","48XX N 19TH AVE","85015","PARKING LOT"
"201500002145806",11/03/2015  00:00,,"ROBBERY","43XX E DARREL RD","85042","SINGLE FAMILY HOUSE"
"201500002117414",11/03/2015  00:00,,"DRUG OFFENSE","34XX S 67TH AVE","85043","SCHOOL-ELEMENTARY/SECONDARY"
"201500002120590",11/03/2015  00:00,,"DRUG OFFENSE","40XX W BELL RD","85053","RETAIL BUSINESS"
"201500002117717",11/03/2015  00:00,,"LARCENY-THEFT","21XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002201666",11/03/2015  00:01,11/06/2015  00:01,"LARCENY-THEFT","37XX S 71ST DR","85043","BANK / SAVINGS / CREDIT UNION"
"201500002158723",11/03/2015  00:01,11/04/2015  23:59,"LARCENY-THEFT","51XX N 13TH PL","85014","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002114027",11/03/2015  00:07,,"ROBBERY","N 23RD AVE & W CAMELBACK RD","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002114093",11/03/2015  00:21,,"LARCENY-THEFT","11XX N 51ST AVE","85043","CONVENIENCE MARKET / STORE"
"201500002114870",11/03/2015  00:30,11/03/2015  07:00,"MOTOR VEHICLE THEFT","15XX N 39TH AVE","85009","APARTMENT"
"201500002114458",11/03/2015  01:00,11/03/2015  03:00,"LARCENY-THEFT","3XX W COCOPAH ST","85003","PARKING LOT"
"201500002206958",11/03/2015  01:15,11/06/2015  04:45,"LARCENY-THEFT","110XX N 23RD DR","85029","WAREHOUSE / FACTORY"
"201500002117020",11/03/2015  01:54,11/03/2015  01:54,"LARCENY-THEFT","6XX E BUCKEYE RD","85034","CONVENIENCE MARKET / STORE"
"201500002116322",11/03/2015  02:00,11/03/2015  10:00,"MOTOR VEHICLE THEFT","37XX W BUCKEYE RD","85009","SINGLE FAMILY HOUSE"
"201500002114292",11/03/2015  02:00,11/03/2015  02:05,"BURGLARY","45XX E OAK ST","85008","WAREHOUSE / FACTORY"
"201500002114300",11/03/2015  02:14,,"AGGRAVATED ASSAULT","18XX N 32ND ST","85008","APARTMENT"
"201500002114336",11/03/2015  02:20,,"AGGRAVATED ASSAULT","41XX E CANNON DR","85028","SINGLE FAMILY HOUSE"
"201500002135426",11/03/2015  02:30,11/06/2015  08:30,"MOTOR VEHICLE THEFT","104XX N BLACK CANYON FWY","85051",
"201500002114395",11/03/2015  02:40,,"MOTOR VEHICLE THEFT","64XX W VAN BUREN ST","85043","PARKING LOT"
"201500002117953",11/03/2015  03:00,11/03/2015  07:00,"RAPE","81XX N 40TH AVE","85051","SINGLE FAMILY HOUSE"
"201500002114382",11/03/2015  03:10,,"BURGLARY","41XX N 27TH AVE","85017","OFFICE / COMMERCIAL BUILDING"
"201500002116845",11/03/2015  03:35,11/03/2015  03:35,"LARCENY-THEFT","51XX E LIBBY ST","85254","VEHICLE"
"201500002114850",11/03/2015  04:00,11/03/2015  07:00,"MOTOR VEHICLE THEFT","53XX W CAMBRIDGE AVE","85035","SINGLE FAMILY HOUSE"
"201500002118630",11/03/2015  04:30,11/03/2015  17:00,"BURGLARY","22XX W CHEERY LYNN RD","85015","SINGLE FAMILY HOUSE"
"201500002115218",11/03/2015  04:45,11/03/2015  04:46,"BURGLARY","51XX E LIBBY ST","85254","SINGLE FAMILY HOUSE"
"201500002118324",11/03/2015  05:00,11/03/2015  15:00,"MOTOR VEHICLE THEFT","34XX W MARSHALL AVE","85017","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002113981",11/03/2015  05:00,,"LARCENY-THEFT","41XX N BLACK CANYON AC","85017","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002117967",11/03/2015  05:15,11/03/2015  15:30,"BURGLARY","15XX W FAIRMOUNT AVE","85015","SINGLE FAMILY HOUSE"
"201500002114918",11/03/2015  05:30,11/03/2015  06:00,"BURGLARY","56XX W MCDOWELL RD","85043","APARTMENT"
"201500002114664",11/03/2015  06:00,11/03/2015  06:09,"ROBBERY","41XX N 27TH AVE","85017","CONVENIENCE MARKET / STORE"
"201500002114712",11/03/2015  06:24,01/05/2016  18:30,"MOTOR VEHICLE THEFT","45XX N 23RD AVE","85015","PARKING LOT"
"201500002122168",11/03/2015  07:00,11/03/2015  16:00,"MOTOR VEHICLE THEFT","46XX W AIRE LIBRE AVE","85306","GROCERY / SUPER MARKET"
"201500002115130",11/03/2015  07:30,11/03/2015  08:07,"LARCENY-THEFT","24XX E VALLEY VIEW DR","85042","PARKING LOT"
"201500002117534",11/03/2015  07:50,11/03/2015  14:40,"MOTOR VEHICLE THEFT","62XX S 15TH AVE","85041","SCHOOL-ELEMENTARY/SECONDARY"
"201500002117968",11/03/2015  07:50,11/03/2015  15:41,"BURGLARY","184XX N 12TH PL","85022","SINGLE FAMILY HOUSE"
"201500002120019",11/03/2015  08:00,11/03/2015  20:00,"LARCENY-THEFT","27XX E MINE CREEK RD","85024","PARKING LOT"
"201500002115102",11/03/2015  08:00,11/03/2015  08:01,"LARCENY-THEFT","31XX W INDIAN SCHOOL RD","85017","CONVENIENCE MARKET / STORE"
"201500002371280",11/03/2015  08:00,12/06/2015  08:00,"LARCENY-THEFT","31XX W SILVER SAGE LN","85083","SINGLE FAMILY HOUSE"
"201500002116520",11/03/2015  08:00,11/03/2015  12:00,"MOTOR VEHICLE THEFT","36XX W THOMAS RD","85009","PARKING LOT"
"201500002115432",11/03/2015  08:45,11/03/2015  08:50,"ROBBERY","67XX W CLARENDON AVE","85033","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002115406",11/03/2015  08:50,11/03/2015  08:58,"LARCENY-THEFT","20XX W WAYLAND RD","85041","DRIVEWAY"
"201510000015791",11/03/2015  09:00,11/03/2015  09:00,"MOTOR VEHICLE THEFT","18XX N 18TH ST","85006","APARTMENT"
"201500002116812",11/03/2015  09:00,11/03/2015  12:15,"LARCENY-THEFT","70XX W INDIAN SCHOOL RD","85033","VEHICLE"
"201500002125748",11/03/2015  09:00,11/04/2015  09:00,"BURGLARY","17XX S 2ND ST","85004","SINGLE FAMILY HOUSE"
"201500002119200",11/03/2015  09:30,11/03/2015  18:22,"BURGLARY","25XX N 28TH PL","85008","SINGLE FAMILY HOUSE"
"201500002116689",11/03/2015  09:30,11/03/2015  12:00,"BURGLARY","34XX W DANBURY DR","85053","APARTMENT"
"201500002115644",11/03/2015  09:49,11/03/2015  09:50,"AGGRAVATED ASSAULT","25XX N 47TH LN","85035","FENCED RESIDENTIAL YARD"
"201500002129720",11/03/2015  10:00,11/04/2015  20:00,"LARCENY-THEFT","10XX N 3RD ST","85004","APARTMENT"
"201500002119662",11/03/2015  10:00,11/03/2015  13:00,"LARCENY-THEFT","16XX W TAMARISK AVE","85041","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002115804",11/03/2015  10:21,,"LARCENY-THEFT","61XX N 35TH AVE","85017","RETAIL BUSINESS"
"201500002115848",11/03/2015  10:27,11/03/2015  11:00,"DRUG OFFENSE","22XX W INDIAN SCHOOL RD","85015","CONVENIENCE MARKET / STORE"
"201500002116004",11/03/2015  10:49,11/03/2015  10:53,"LARCENY-THEFT","88XX N 7TH ST","85020","SPECIALTY STORE"
"201500002116158",11/03/2015  10:50,11/03/2015  11:10,"LARCENY-THEFT","61XX S 35TH AVE","85041","PARKING LOT"
"201500002123202",11/03/2015  11:00,11/04/2015  11:00,"LARCENY-THEFT","196XX N 31ST AVE","85027","VEHICLE"
"201500002144421",11/03/2015  11:00,11/07/2015  14:00,"BURGLARY","24XX E ALICIA DR","85042","SINGLE FAMILY HOUSE"
"201500002118263",11/03/2015  11:00,11/03/2015  16:21,"BURGLARY","42XX W LEWIS AVE","85009","SINGLE FAMILY HOUSE"
"201500002161621",11/03/2015  11:11,11/03/2015  11:17,"LARCENY-THEFT","30XX N 3RD ST","85012","MEDICAL OFFICE"
"201500002116217",11/03/2015  11:20,11/03/2015  11:20,"DRUG OFFENSE","17XX W THUNDERBIRD RD","85023","SCHOOL-ELEMENTARY/SECONDARY"
"201500002116660",11/03/2015  11:30,11/03/2015  12:30,"MOTOR VEHICLE THEFT","5XX E BASELINE RD","85042","PARKING LOT"
"201500002107802",11/03/2015  11:49,,"MOTOR VEHICLE THEFT","34XX E TONTO DR","85044","DRIVEWAY"
"201500002116653",11/03/2015  11:50,11/03/2015  12:30,"LARCENY-THEFT","104XX S 19TH AVE","85041","VEHICLE"
"201600000419856",11/03/2015  12:00,01/01/2016  12:00,"LARCENY-THEFT","38XX W CLAREMONT ST","85019","SINGLE FAMILY HOUSE"
"201500002117471",11/03/2015  12:00,11/03/2015  14:41,"MOTOR VEHICLE THEFT","67XX N 25TH DR","85017","APARTMENT"
"201500002116515",11/03/2015  12:10,11/03/2015  12:10,"LARCENY-THEFT","61XX S 35TH AVE","85041","RETAIL BUSINESS"
"201500002116566",11/03/2015  12:15,11/03/2015  12:23,"LARCENY-THEFT","48XX N 83RD AVE","85033","GROCERY / SUPER MARKET"
"201500002117650",11/03/2015  12:25,11/03/2015  17:06,"LARCENY-THEFT","23XX E EARLL DR","85016","OFFICE / COMMERCIAL BUILDING"
"201500002117714",11/03/2015  12:30,11/03/2015  12:50,"LARCENY-THEFT","54XX S 7TH ST","85040","SCHOOL-ELEMENTARY/SECONDARY"
